Case_ID,Frame_Number,X,Y,Distance_Traveled,slope
1,1,794.80078125,719.380126953125,0.5305120623214487,2.086239020495076
1,2,795.1068115234375,719.541259765625,0.34585880287248894,0.5265257279617073
1,3,795.1768798828125,718.974609375,0.5709660586943581,-8.087108013937282
1,4,795.10400390625,718.211181640625,0.7668981767959053,10.47571189279732
1,5,794.6780395507812,717.958984375,0.49502433568324133,0.5920618999856713
1,6,794.922607421875,718.8072509765625,0.8828191609257936,3.468430247067632
1,7,793.81298828125,718.88232421875,1.1121558474125408,-0.06765676567656766
1,8,793.211669921875,719.281982421875,0.7220183160048957,-0.6646366220056841
1,9,792.3629150390625,717.943359375,1.5850225590580624,1.577160937724723
1,10,791.00244140625,715.70751953125,2.617225307931678,1.6434275459847465
1,11,789.3865966796875,715.02294921875,1.7548762614828968,0.4236609503663972
1,12,786.8079833984375,714.4617919921875,2.6389664429776687,0.21761976898314714
1,13,785.19091796875,714.6558837890625,1.6286719219979773,-0.12002717596436929
1,14,783.6976318359375,714.4454956054688,1.5080340388220648,0.1408893975312679
1,15,781.9091796875,713.8719482421875,1.8781686998716551,0.3206948331171934
1,16,779.6407470703125,713.718017578125,2.273649310702698,0.06785771942097617
1,17,778.1556396484375,709.273193359375,4.686363877260787,2.992931119513398
1,18,776.7763671875,703.87353515625,5.573033395923237,3.9148597220993007
1,19,775.408203125,698.4078369140625,5.634334936491443,3.994914346895075
1,20,774.6663818359375,689.9864501953125,8.45399627937257,11.352311996050682
1,21,773.5205078125,679.7802734375,10.270300447859396,8.906892510919356
1,22,772.258056640625,667.9412841796875,11.906109759613688,9.377779926513247
1,23,771.697998046875,663.067626953125,4.905731381808232,8.702048823016565
1,24,770.8441162109375,661.3050537109375,1.9585143920378403,2.0641887062187276
1,25,769.9090576171875,660.3779907226562,1.3167309360635104,0.9914490861618799
1,26,769.5321655273438,660.366455078125,0.37706858591182146,0.03060728744939271
1,27,767.950927734375,660.3687744140625,1.5812394939514616,-0.0014667850387926043
1,28,767.6775512695312,659.9884033203125,0.4684195347026396,1.3913820049118106
1,29,767.901611328125,659.6519165039062,0.4042601729978456,-1.5017706347044402
1,30,767.1920166015625,657.844970703125,1.9412825149694988,2.546447617409255
1,31,767.1510009765625,652.940673828125,4.904468382977803,119.57142857142857
1,32,766.171875,644.7764892578125,8.22268796538627,8.338237127540207
1,33,765.2313232421875,636.8080444335938,8.023761619448996,8.472096041531474
1,34,764.2628784179688,627.7322998046875,9.127268263104614,9.371462784395286
1,35,763.1302490234375,619.0567626953125,8.749159587154583,7.659643261303012
1,36,762.3014526367188,614.8184814453125,4.318556634425398,5.113778628765004
1,37,760.310302734375,613.93310546875,2.17912105067101,0.4446556110719431
1,38,758.9940795898438,613.279296875,1.4696629013012081,0.49673081381868767
