Case_ID,Frame_Number,X,Y,Distance_Traveled,slope
1,1,794.80078125,719.380126953125,0.5305120623214487,2.086239020495076
1,2,795.1068115234375,719.541259765625,0.34585880287248894,0.5265257279617073
1,3,795.1768798828125,718.9747314453125,0.5708449112513895,-8.085365853658537
1,4,795.10400390625,718.2112426757812,0.7669589357718445,10.476549413735343
1,5,794.6781005859375,717.958984375,0.4950029177350933,0.5922900544568644
1,6,794.922607421875,718.8072509765625,0.8828022542713406,3.469296055916126
1,7,793.81298828125,718.8822631835938,1.1121517290572642,-0.0676017601760176
1,8,793.2117309570312,719.281982421875,0.7220012738069329,-0.6648056034920312
1,9,792.3629150390625,717.943359375,1.5850552432713632,1.5770475300208529
1,10,791.00244140625,715.70751953125,2.617225307931678,1.6434275459847465
1,11,789.3865966796875,715.0230712890625,1.7548286459348101,0.42358540454785826
1,12,786.807861328125,714.4617919921875,2.6391116805657666,0.2176568047337278
1,13,785.19091796875,714.6558837890625,1.628550721666684,-0.12003623735467311
1,14,783.6976318359375,714.4454956054688,1.5080340388220648,0.1408893975312679
1,15,781.9091796875,713.8719482421875,1.8781686998716551,0.3206948331171934
1,16,779.6407470703125,713.718017578125,2.273649310702698,0.06785771942097617
1,17,778.1556396484375,709.273193359375,4.686363877260787,2.992931119513398
1,18,776.7763671875,703.87353515625,5.573033395923237,3.9148597220993007
1,19,775.408203125,698.4078369140625,5.634334936491443,3.994914346895075
1,20,774.6663818359375,689.986572265625,8.453874679928106,11.352147441171631
1,21,773.5204467773438,679.7803344726562,10.270367911868489,8.90647137150466
1,22,772.258056640625,667.9412841796875,11.906163979079418,9.378281680607262
1,23,771.697998046875,663.067626953125,4.905731381808232,8.702048823016565
1,24,770.8441772460938,661.3050537109375,1.958487782428599,2.0643362642075918
1,25,769.9090576171875,660.3779907226562,1.316774280052099,0.9913843743880948
1,26,769.5322265625,660.366455078125,0.37700757932917606,0.030612244897959183
1,27,767.950927734375,660.36865234375,1.581300354709922,-0.0013895321908290875
1,28,767.6776123046875,659.9884033203125,0.46828478934344553,1.3912460920053595
1,29,767.901611328125,659.65185546875,0.40427715603566844,-1.5024523160762944
1,30,767.1920166015625,657.844970703125,1.9412257035731368,2.5463616033029415
1,31,767.1509399414062,652.940673828125,4.904468893789047,119.39375928677563
1,32,766.171875,644.7764892578125,8.222680697778525,8.338756935353157
1,33,765.2313232421875,636.8080444335938,8.023761619448996,8.472096041531474
1,34,764.2628784179688,627.7322998046875,9.127268263104614,9.371462784395286
1,35,763.1302490234375,619.0567626953125,8.749159587154583,7.659643261303012
1,36,762.3013916015625,614.8184814453125,4.318568348411176,5.11340206185567
1,37,760.310302734375,613.9329833984375,2.179114881794313,0.4447305499356263
1,38,758.9940795898438,613.2792358398438,1.469635749622001,0.49668444238349174
