Case_ID,Frame_Number,X,Y,Distance_Traveled,slope
1,1,828.6849365234375,719.380126953125,1.1000131793885302,0.4829625978187196
1,2,828.75732421875,719.541259765625,0.17664586521290412,2.2259696458684655
1,3,828.9174194335938,718.9747314453125,0.5887145450317743,-3.538696149447198
1,4,828.7330322265625,718.2112426757812,0.7854385675004298,4.140681893412777
1,5,827.9825439453125,717.958984375,0.7917492725646312,0.33612556929082626
1,6,828.203125,718.8071899414062,0.876418099179608,3.8453237410071943
1,7,826.71435546875,718.88232421875,1.4906642401326706,-0.05046736634962283
1,8,825.89697265625,719.281982421875,0.9098578688429935,-0.48894862604540024
1,9,825.1634521484375,717.943359375,1.5264219590291592,1.8249292727575304
1,10,823.8895263671875,715.70751953125,2.5732987978533406,1.7550785741663473
1,11,822.3663940429688,715.0230712890625,1.6698507338422708,0.4493688639551192
1,12,819.390869140625,714.4617919921875,3.027999817299908,0.18863202806096285
1,13,817.0409545898438,714.6558837890625,2.357916457720165,-0.08259525726604504
1,14,814.7838134765625,714.4454956054688,2.266925052369486,0.09321002677050377
1,15,812.2493896484375,713.8719482421875,2.5985112504075585,0.2263028609960505
1,16,809.45703125,713.718017578125,2.796597946552769,0.05512568306010929
1,17,807.3248291015625,709.273193359375,4.929781773809875,2.0846167057880574
1,18,805.8277587890625,703.87353515625,5.603349733074311,3.6068166992824526
1,19,804.259033203125,698.407958984375,5.686248574811229,3.4840868414909347
1,20,803.901123046875,689.986572265625,8.428988904173845,23.529331514324692
1,21,803.1962890625,679.7803344726562,10.230546458139642,14.480342916522341
1,22,803.22900390625,667.9412841796875,11.83909549334091,-361.88619402985074
1,23,802.6781005859375,663.067626953125,4.904694611324564,8.846665189452692
1,24,802.35498046875,661.3050537109375,1.7919461610792382,5.454854552323385
1,25,801.4161376953125,660.3779907226562,1.3194209098982697,0.9874528669873879
1,26,800.796630859375,660.366455078125,0.6196142274577335,0.018620689655172412
1,27,798.9053955078125,660.3687744140625,1.8912367737327138,-0.001226360291744659
1,28,798.522705078125,659.9884033203125,0.5395684701082659,0.9939393939393939
1,29,798.5946655273438,659.6519165039062,0.344095457492507,-4.6759966072943175
1,30,797.8720703125,657.844970703125,1.9460721907154621,2.5006334994509674
1,31,797.5784912109375,652.940673828125,4.913076075841795,16.705197505197503
1,32,795.846435546875,644.7764892578125,8.345892793556581,4.713580942984001
1,33,794.857666015625,636.8080444335938,8.029556532122239,8.058950617283951
1,34,793.9365234375,627.7322998046875,9.122370537220872,9.85270341902995
1,35,792.408203125,619.0567626953125,8.809126353602997,5.676517571884984
1,36,791.874267578125,614.8184814453125,4.271781258716119,7.937814357567444
1,37,789.2496337890625,613.9329833984375,2.7699836313068738,0.3373796567601507
1,38,788.2157592773438,613.2792358398438,1.2232262163430656,0.6323277643308342
1,39,786.45166015625,613.16845703125,1.7675739456886073,0.06279624952427083
1,40,784.281494140625,613.5977172851562,2.2122126708246985,-0.19780065249184386
1,41,781.9232177734375,613.9573364257812,2.385538377460932,-0.15249236502924582
1,42,779.3099975585938,612.726806640625,2.888446545017702,0.47088637159873875
1,43,777.6532592773438,610.8604125976562,2.4956378856293315,1.1265473032714413
1,44,776.847900390625,607.8450927734375,3.1210185162448907,3.7440697233800684
1,45,775.676025390625,603.1917724609375,4.798612398011544,3.970833333333333
1,46,775.040283203125,597.4063110351562,5.820286250535286,9.100326420890937
1,47,774.2843017578125,583.8577880859375,13.56959771147118,17.921766510576457
1,48,774.2998046875,576.9769897460938,6.88081580442504,-443.83858267716533
1,49,773.945068359375,573.6306762695312,3.365063408899662,9.43324156916724
1,50,773.230224609375,572.560546875,1.2869259916381681,1.497011612021858
1,51,772.74609375,572.0790405273438,0.6828111392123283,0.9945789208270297
1,52,772.171875,571.6456298828125,0.7194247421687386,0.7547831632653061
1,53,772.2111206054688,571.7656860351562,0.12630794616410518,3.0590979782270606
1,54,772.14404296875,571.7122192382812,0.0857794131236925,0.7970882620564149
1,55,772.0238037109375,571.2007446289062,0.5254176958902409,4.253807106598985
1,56,771.4793701171875,569.8400268554688,1.4655923024334727,2.49932735426009
1,57,770.57763671875,563.1746826171875,6.7260640003382886,7.391701638012725
1,58,769.7269287109375,557.8771362304688,5.36541720968586,6.227220548141771
1,59,768.8934326171875,551.6478271484375,6.284823575707875,7.473711189220856
1,60,768.0431518554688,544.3217163085938,7.375288293444882,8.61610796066327
1,61,767.2911376953125,537.6096801757812,6.754032450710915,8.925411898384871
1,62,765.8460693359375,533.4000244140625,4.450777931490025,2.9131187700625105
1,63,764.6868896484375,532.1165161132812,1.7294771192724607,1.1072556866048862
1,64,763.9822998046875,531.6970825195312,0.8199825531568885,0.5952875952875953
1,65,763.2962646484375,531.1039428710938,0.9068951858729447,0.8645907473309609
1,66,762.3095703125,531.0845336914062,0.9868852156290953,0.019670914264505752
1,67,761.101318359375,530.52880859375,1.329926000345668,0.45994140230349567
1,68,759.9146728515625,530.0216064453125,1.2904966410615728,0.4274251620203683
1,69,759.5032348632812,527.7523803710938,2.306223795323247,5.515353805073431
1,70,759.1326904296875,524.0423583984375,3.7284804163170127,10.012353813210344
1,71,757.980224609375,520.5625610351562,3.665674174894395,3.0194365003707233
1,72,758.0517578125,509.431884765625,11.130906127366964,-155.60153583617748
1,73,757.760009765625,501.94256591796875,7.494999247812805,25.67050209205021
1,74,757.8732299804688,496.79071044921875,5.15309941568553,-45.502964959568736
1,75,757.880859375,493.6629638671875,3.1277558870648905,-409.96
1,76,757.827880859375,491.93902587890625,1.7247518402822568,32.54032258064516
1,77,758.346435546875,492.0592346191406,0.5323054622648148,0.23181497175141244
1,78,758.1063232421875,491.5987548828125,0.5193221605431086,1.9177681748856126
1,79,757.7511596679688,491.5644226074219,0.3568190992440501,0.09666609383055508
1,80,757.395751953125,491.5034484863281,0.36060017639154257,0.17156105100463678
1,81,757.3543701171875,491.30657958984375,0.20117111807745594,4.757374631268436
1,82,757.0643310546875,488.224365234375,3.09583074324704,10.62689393939394
1,83,757.0052490234375,484.2044677734375,4.020331613544881,68.0392561983471
1,84,756.0220947265625,481.4107360839844,2.961676742002474,2.8416004469828655
1,85,754.8837890625,476.86285400390625,4.688173546183258,3.995308310991957
1,86,755.2359619140625,471.3975830078125,5.476605954249514,-15.518717504332756
1,87,755.8546752929688,463.55206298828125,7.869878691701875,-12.680378810298905
1,88,755.9789428710938,460.270751953125,3.2836632806076866,-26.405206286836936
1,89,756.0194702148438,458.7445983886719,1.5266915758870254,-37.65737951807229
1,90,755.6761474609375,458.31829833984375,0.5473593380774948,1.2416888888888888
1,91,754.7430419921875,458.78570556640625,1.0436260495282808,-0.5009157509157509
1,92,754.0985107421875,458.928955078125,0.660258248592339,-0.22225378787878788
1,93,753.8682861328125,458.38092041015625,0.5944286063586521,2.380434782608696
1,94,753.368408203125,458.0670166015625,0.5902656568345501,0.627960927960928
1,95,753.2611694335938,457.414306640625,0.6614608429813584,6.08651109846329
1,96,753.0667114257812,454.6675109863281,2.753670329445158,14.125392341494036
1,97,752.3748779296875,449.0751037597656,5.635037903512786,8.083458314953683
1,98,752.287109375,443.239990234375,5.8357735711205025,66.48296244784423
1,99,752.0540771484375,436.4994812011719,6.744536014086484,28.92522262964903
1,100,751.8780517578125,431.63525390625,4.867411233377314,27.63366851595007
1,101,751.64404296875,428.4394226074219,3.2043872743362276,13.656885758998435
1,102,751.3770141601562,426.3524169921875,2.104019206813191,7.815657142857143
1,103,751.7552490234375,426.6914367675781,0.5079330860529718,0.8963208003872841
1,104,752.17431640625,426.66986083984375,0.41962243981336056,-0.05148558112438101
1,105,752.3375244140625,425.84185791015625,0.8439346570589503,-5.0732984293193715
1,106,752.4667358398438,425.353759765625,0.504911270667701,-3.7775153519130846
1,107,752.7044067382812,424.44720458984375,0.9371924790030389,-3.8143297380585515
1,108,753.4510498046875,422.77294921875,1.833195820486398,-2.2423771764898226
