Case_ID,Frame_Number,X,Y,Distance_Traveled,slope
1,1,974.743408203125,592.8094482421875,2.7628623639514918,-0.0424534559766506
1,2,972.9097900390625,592.7650146484375,1.8341564589296828,0.02423274082950536
1,3,971.2528076171875,592.283447265625,1.7255427814434567,0.29062914395167233
1,4,969.8150634765625,592.0572509765625,1.4554287942345945,0.15732722024112752
1,5,968.5897216796875,591.7503662109375,1.2631867552114235,0.25044829647340106
1,6,967.10595703125,591.734130859375,1.4838534693807255,0.010941999177293295
1,7,964.315673828125,592.0308837890625,2.8060190047324385,-0.10635226179018287
1,8,962.5001220703125,591.756103515625,1.8362277592843557,0.15134808041417333
1,9,961.4638061523438,591.3170776367188,1.125475190390627,0.4236409682549031
1,10,960.193603515625,591.101318359375,1.288396990095507,0.16986209216279852
1,11,958.6055297851562,590.7704467773438,1.6221757541033568,0.20834774587801222
1,12,955.0506591796875,590.2073974609375,3.599184567972488,0.1583881324794396
1,13,952.719482421875,589.763427734375,2.3730769465546584,0.19044876158558935
1,14,950.9757080078125,588.9942016601562,1.9059008264852095,0.4411270563528176
1,15,948.4923095703125,588.489501953125,2.5341644764408784,0.2032294534014943
1,16,946.381103515625,588.8347778320312,2.139253710503652,-0.16354437698756866
1,17,939.01953125,588.9924926757812,7.36326151878081,-0.02142407057340895
1,18,930.822265625,588.837158203125,8.198737251870073,0.018949547295687395
1,19,925.5701904296875,588.7952880859375,5.252242089234857,0.007972109238814643
1,20,920.0093994140625,588.4315795898438,5.572672661262861,0.0654058919085042
1,21,916.9959716796875,588.1444091796875,3.0270800377211295,0.09529692943368712
1,22,912.0999755859375,588.0975341796875,4.896220482743834,0.00957414979555201
1,23,909.9710693359375,587.523681640625,2.204891960590709,0.269552752293578
1,24,908.8145751953125,587.2081909179688,1.1987548095345104,0.2727992400253325
1,25,907.694580078125,586.9468383789062,1.1500844369863708,0.23335149863760218
1,26,905.9548950195312,586.7191162109375,1.7545260011976815,0.13089850191207944
1,27,901.9208984375,585.9148559570312,4.113388260285327,0.1993705838742378
1,28,899.1727294921875,583.171875,3.882831065423281,0.9981122018389375
1,29,896.53662109375,579.8238525390625,4.2612582516499415,1.2700625144709423
1,30,893.7015380859375,577.0032348632812,3.9991973862409935,0.994897739504844
1,31,891.7332763671875,583.16748046875,6.470856054498315,-3.1318221285040933
1,32,888.117919921875,581.2022705078125,4.114954728454568,0.5435729479690719
1,33,885.148681640625,576.782958984375,5.324160996065759,1.4883654004275613
1,34,882.8272094726562,576.105712890625,2.418242191789971,0.29173130011831205
1,35,879.6195068359375,576.214599609375,3.2095502057348413,-0.03394539054324042
1,36,877.0896606445312,576.184814453125,2.5300215231704146,0.011773504789017829
1,37,870.4447021484375,594.77001953125,19.737409181824543,-2.7968880601813155
1,38,866.9727172851562,601.6769409179688,7.730474884065466,-1.9893293486859454
1,39,864.8540649414062,604.6131591796875,3.62078243396756,-1.385889605899977
1,40,863.377197265625,605.0651245117188,1.5444775146066807,-0.3060296730999711
1,41,861.511962890625,605.0921020507812,1.8654294576036665,-0.014463350785340313
1,42,856.8236083984375,605.185302734375,4.689280777671247,-0.0198791886895618
1,43,853.464599609375,605.230712890625,3.3593157230736397,-0.01351891557945997
1,44,849.6563720703125,605.498046875,3.8175993043371954,-0.07019905760169247
1,45,844.5263671875,605.0564575195312,5.148975748296295,0.08607971445568115
1,46,838.4456787109375,605.2333984375,6.083262318645449,-0.029098829622789233
